"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Early Votes","Election Night Votes","Mail-In Ballot 1 Votes","Provisional Votes","Mail-In Ballot 2 Votes" 
"16","Montgomery County","013-063","08","19","County Council","006","Vicki S. Vergagni","DEM","","0","2","0","0","2" 
"16","Montgomery County","013-063","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","27","43","28","8","42" 
"16","Montgomery County","013-063","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","17","51","30","10","46" 
"16","Montgomery County","013-063","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","24","45","32","7","40" 
"16","Montgomery County","013-063","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","9","28","3","1","3" 
"16","Montgomery County","013-063","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","19","36","28","7","42" 
"16","Montgomery County","013-063","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","13","33","11","2","6" 
"16","Montgomery County","013-063","08","19","State's Attorney","16","Tom DeGonia","DEM","","6","8","2","1","6" 
"16","Montgomery County","013-063","08","19","State's Attorney","16","John McCarthy","DEM","Y","16","43","23","6","30" 
"16","Montgomery County","013-063","08","19","State's Attorney","16","Bernice Mireku-North","DEM","","5","16","8","0","7" 
"16","Montgomery County","013-063","08","19","State's Attorney","16","Perry Paylor","DEM","","4","12","5","1","14" 
"16","Montgomery County","013-063","08","19","Clerk Circuit Court","16","Alan S. Bowser","DEM","","10","21","7","2","11" 
"16","Montgomery County","013-063","08","19","Clerk Circuit Court","16","Karen Bushell","DEM","Y","19","38","23","5","33" 
"16","Montgomery County","013-063","08","19","Register of Wills","16","Joseph M. Griffin","DEM","Y","30","59","33","6","43" 
"16","Montgomery County","013-063","08","19","Sheriff","16","Robert Bass","DEM","","11","37","13","2","12" 
"16","Montgomery County","013-063","08","19","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","19","24","24","7","31" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","18","36","16","2","17" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","17","44","24","3","25" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","11","26","15","2","20" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","15","38","20","5","21" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","15","40","21","2","21" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","12","35","11","1","15" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","19","38","22","3","26" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","12","24","19","3","23" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","16","30","18","2","24" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","19","38","21","2","19" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","13","33","22","3","26" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm","19","Tyler Beck","DEM","","6","27","15","3","10" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm","19","Sebastian Johnson","DEM","Y","15","24","9","0","19" 
"16","Montgomery County","013-063","08","19","DEM Cent Comm","19","Samantha Jones","DEM","Y","23","48","25","3","33" 
"16","Montgomery County","013-064","08","19","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","9","15","1","3","9" 
"16","Montgomery County","013-064","08","19","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","0","3","4","1","3" 
"16","Montgomery County","013-064","08","19","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","4","13","6","1","6" 
"16","Montgomery County","013-064","08","19","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","3","7","2","1","3" 
"16","Montgomery County","013-064","08","19","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","1","0","0","0","1" 
"16","Montgomery County","013-064","08","19","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","0","6","3","0","1" 
"16","Montgomery County","013-064","08","19","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","1","5","3","5","2" 
"16","Montgomery County","013-064","08","19","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","19","30","5","4","8" 
"16","Montgomery County","013-064","08","19","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","15","52","22","5","26" 
"16","Montgomery County","013-064","08","19","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","1","5","0","0","0" 
"16","Montgomery County","013-064","08","19","Comptroller","","Timothy J. Adams","DEM","","23","53","27","8","27" 
"16","Montgomery County","013-064","08","19","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","31","78","19","9","34" 
"16","Montgomery County","013-064","08","19","Attorney General","","Anthony G. Brown","DEM","Y","44","94","32","12","36" 
"16","Montgomery County","013-064","08","19","Attorney General","","Katie Curran O'Malley","DEM","","9","38","16","6","27" 
"16","Montgomery County","013-064","08","19","U.S. Senator","","Michelle L. Smith","DEM","","5","16","6","6","9" 
"16","Montgomery County","013-064","08","19","U.S. Senator","","Chris Van Hollen","DEM","Y","49","121","43","14","54" 
"16","Montgomery County","013-064","08","19","U.S. Congress","08","Andalib Odulate","DEM","","7","20","6","3","7" 
"16","Montgomery County","013-064","08","19","U.S. Congress","08","Jamie Raskin","DEM","Y","46","115","42","17","56" 
"16","Montgomery County","013-064","08","19","State Senator","19","Ben Kramer","DEM","Y","49","125","44","13","59" 
"16","Montgomery County","013-064","08","19","House of Delegates","19","Charlotte Crutchfield","DEM","Y","46","100","37","9","48" 
"16","Montgomery County","013-064","08","19","House of Delegates","19","Bonnie Cullison","DEM","Y","43","97","36","7","47" 
"16","Montgomery County","013-064","08","19","House of Delegates","19","Augustin Esquivar Saah","DEM","","17","53","12","6","14" 
"16","Montgomery County","013-064","08","19","House of Delegates","19","Vaughn Stewart","DEM","Y","38","93","32","8","38" 
"16","Montgomery County","013-064","08","19","County Executive","16","David T. Blair","DEM","","22","56","13","5","35" 
"16","Montgomery County","013-064","08","19","County Executive","16","Marc Elrich","DEM","Y","19","52","24","6","15" 
"16","Montgomery County","013-064","08","19","County Executive","16","Peter James","DEM","","1","4","3","2","1" 
"16","Montgomery County","013-064","08","19","County Executive","16","Hans Riemer","DEM","","12","22","8","7","11" 
"16","Montgomery County","013-064","08","19","County Council At Large","16","Gabe Albornoz","DEM","Y","17","54","19","8","32" 
"16","Montgomery County","013-064","08","19","County Council At Large","16","Brandy H. M. Brooks","DEM","","22","71","25","8","24" 
"16","Montgomery County","013-064","08","19","County Council At Large","16","Dana E. Gassaway","DEM","","18","45","10","7","14" 
"16","Montgomery County","013-064","08","19","County Council At Large","16","Evan Glass","DEM","Y","26","66","23","8","33" 
"16","Montgomery County","013-064","08","19","County Council At Large","16","Scott Evan Goldberg","DEM","","18","42","15","2","17" 
"16","Montgomery County","013-064","08","19","County Council At Large","16","Tom Hucker","DEM","","17","43","20","5","20" 
"16","Montgomery County","013-064","08","19","County Council At Large","16","Will Jawando","DEM","Y","40","77","33","6","34" 
"16","Montgomery County","013-064","08","19","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","26","55","22","9","26" 
"16","Montgomery County","013-064","08","19","County Council","005","Brian Anleu","DEM","","5","12","8","1","10" 
"16","Montgomery County","013-064","08","19","County Council","005","Fatmata Barrie","DEM","","17","49","19","2","13" 
"16","Montgomery County","013-064","08","19","County Council","005","Christopher Bolton","DEM","","0","5","4","0","4" 
"16","Montgomery County","013-064","08","19","County Council","005","Daniel Amara Koroma","DEM","","5","17","2","1","5" 
"16","Montgomery County","013-064","08","19","County Council","005","Cary Lamari","DEM","","3","2","0","1","0" 
"16","Montgomery County","013-064","08","19","County Council","005","Kristin Mink","DEM","Y","12","35","9","5","14" 
"16","Montgomery County","013-064","08","19","County Council","005","William ""Chip"" Montier","DEM","","1","0","0","0","0" 
"16","Montgomery County","013-064","08","19","County Council","005","Jeremiah Pope","DEM","","10","11","3","2","10" 
"16","Montgomery County","013-064","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","29","73","25","10","36" 
"16","Montgomery County","013-064","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","28","70","29","10","42" 
"16","Montgomery County","013-064","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","31","80","26","8","40" 
"16","Montgomery County","013-064","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","24","54","20","3","21" 
"16","Montgomery County","013-064","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","29","66","30","12","33" 
"16","Montgomery County","013-064","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","42","76","21","11","23" 
"16","Montgomery County","013-064","08","19","State's Attorney","16","Tom DeGonia","DEM","","13","21","5","1","8" 
"16","Montgomery County","013-064","08","19","State's Attorney","16","John McCarthy","DEM","Y","22","54","30","6","31" 
"16","Montgomery County","013-064","08","19","State's Attorney","16","Bernice Mireku-North","DEM","","4","32","4","7","16" 
"16","Montgomery County","013-064","08","19","State's Attorney","16","Perry Paylor","DEM","","12","25","9","4","7" 
"16","Montgomery County","013-064","08","19","Clerk Circuit Court","16","Alan S. Bowser","DEM","","24","57","17","5","23" 
"16","Montgomery County","013-064","08","19","Clerk Circuit Court","16","Karen Bushell","DEM","Y","27","73","28","11","32" 
"16","Montgomery County","013-064","08","19","Register of Wills","16","Joseph M. Griffin","DEM","Y","45","122","44","15","56" 
"16","Montgomery County","013-064","08","19","Sheriff","16","Robert Bass","DEM","","26","77","22","13","38" 
"16","Montgomery County","013-064","08","19","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","21","48","23","3","18" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","27","82","20","9","30" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","41","88","32","13","36" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","30","58","15","7","23" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","38","81","21","11","28" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","31","86","32","10","28" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","29","72","21","3","27" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","26","79","31","8","33" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","33","67","28","7","38" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","28","58","22","5","28" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","33","74","29","12","38" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","33","60","29","6","29" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm","19","Tyler Beck","DEM","","24","46","20","4","17" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm","19","Sebastian Johnson","DEM","Y","28","68","18","8","28" 
"16","Montgomery County","013-064","08","19","DEM Cent Comm","19","Samantha Jones","DEM","Y","47","97","37","12","42" 
"16","Montgomery County","013-065","08","20","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","3","3","0","0","1" 
"16","Montgomery County","013-065","08","20","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","0","2","0","0","2" 
"16","Montgomery County","013-065","08","20","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","7","5","0","0","8" 
"16","Montgomery County","013-065","08","20","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","0","2","0","0","1" 
"16","Montgomery County","013-065","08","20","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","1","0","1","0" 
"16","Montgomery County","013-065","08","20","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","4","2","0","1","4" 
"16","Montgomery County","013-065","08","20","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","4","9","0","2","12" 
"16","Montgomery County","013-065","08","20","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","13","23","0","6","25" 
"16","Montgomery County","013-065","08","20","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","14","35","1","4","40" 
"16","Montgomery County","013-065","08","20","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","2","2","0","1","1" 
"16","Montgomery County","013-065","08","20","Comptroller","","Timothy J. Adams","DEM","","11","19","1","8","25" 
"16","Montgomery County","013-065","08","20","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","32","61","0","7","67" 
"16","Montgomery County","013-065","08","20","Attorney General","","Anthony G. Brown","DEM","Y","27","34","1","11","44" 
"16","Montgomery County","013-065","08","20","Attorney General","","Katie Curran O'Malley","DEM","","16","48","0","4","50" 
"16","Montgomery County","013-065","08","20","U.S. Senator","","Michelle L. Smith","DEM","","8","18","0","8","17" 
"16","Montgomery County","013-065","08","20","U.S. Senator","","Chris Van Hollen","DEM","Y","39","63","1","5","79" 
"16","Montgomery County","013-065","08","20","U.S. Congress","08","Andalib Odulate","DEM","","2","2","0","3","11" 
"16","Montgomery County","013-065","08","20","U.S. Congress","08","Jamie Raskin","DEM","Y","45","83","1","10","86" 
"16","Montgomery County","013-065","08","20","State Senator","20","Enoch Bevel","DEM","","9","15","1","4","17" 
"16","Montgomery County","013-065","08","20","State Senator","20","Will Smith","DEM","Y","37","57","0","8","76" 
"16","Montgomery County","013-065","08","20","House of Delegates","20","Lorig Charkoudian","DEM","Y","35","54","1","4","70" 
"16","Montgomery County","013-065","08","20","House of Delegates","20","David Moon","DEM","Y","36","59","1","10","81" 
"16","Montgomery County","013-065","08","20","House of Delegates","20","John Walsh","DEM","","13","24","0","6","18" 
"16","Montgomery County","013-065","08","20","House of Delegates","20","Jheanelle Wilkins","DEM","Y","41","65","1","10","74" 
"16","Montgomery County","013-065","08","20","County Executive","16","David T. Blair","DEM","","16","28","0","4","21" 
"16","Montgomery County","013-065","08","20","County Executive","16","Marc Elrich","DEM","Y","21","22","0","0","32" 
"16","Montgomery County","013-065","08","20","County Executive","16","Peter James","DEM","","1","3","0","4","5" 
"16","Montgomery County","013-065","08","20","County Executive","16","Hans Riemer","DEM","","9","29","1","6","36" 
"16","Montgomery County","013-065","08","20","County Council At Large","16","Gabe Albornoz","DEM","Y","20","42","1","4","41" 
"16","Montgomery County","013-065","08","20","County Council At Large","16","Brandy H. M. Brooks","DEM","","13","37","0","5","27" 
"16","Montgomery County","013-065","08","20","County Council At Large","16","Dana E. Gassaway","DEM","","13","18","1","2","21" 
"16","Montgomery County","013-065","08","20","County Council At Large","16","Evan Glass","DEM","Y","22","44","0","5","61" 
"16","Montgomery County","013-065","08","20","County Council At Large","16","Scott Evan Goldberg","DEM","","15","31","1","5","20" 
"16","Montgomery County","013-065","08","20","County Council At Large","16","Tom Hucker","DEM","","19","33","0","8","47" 
"16","Montgomery County","013-065","08","20","County Council At Large","16","Will Jawando","DEM","Y","27","52","0","6","62" 
"16","Montgomery County","013-065","08","20","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","25","40","1","7","52" 
"16","Montgomery County","013-065","08","20","County Council","004","Al Carr","DEM","","5","17","1","3","7" 
"16","Montgomery County","013-065","08","20","County Council","004","Amy Ginsburg","DEM","","15","33","0","5","21" 
"16","Montgomery County","013-065","08","20","County Council","004","Troy Murtha","DEM","","1","0","0","1","3" 
"16","Montgomery County","013-065","08","20","County Council","004","Kate Stewart","DEM","Y","18","20","0","3","53" 
"16","Montgomery County","013-065","08","20","County Council","004","John F. Zittrauer","DEM","","5","7","0","0","6" 
"16","Montgomery County","013-065","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","23","45","1","8","53" 
"16","Montgomery County","013-065","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","26","49","0","7","67" 
"16","Montgomery County","013-065","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","31","51","1","11","60" 
"16","Montgomery County","013-065","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","15","25","0","5","31" 
"16","Montgomery County","013-065","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","22","39","1","5","55" 
"16","Montgomery County","013-065","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","29","47","1","9","40" 
"16","Montgomery County","013-065","08","20","State's Attorney","16","Tom DeGonia","DEM","","8","9","0","3","11" 
"16","Montgomery County","013-065","08","20","State's Attorney","16","John McCarthy","DEM","Y","15","21","0","4","25" 
"16","Montgomery County","013-065","08","20","State's Attorney","16","Bernice Mireku-North","DEM","","15","34","1","5","28" 
"16","Montgomery County","013-065","08","20","State's Attorney","16","Perry Paylor","DEM","","9","7","0","2","24" 
"16","Montgomery County","013-065","08","20","Clerk Circuit Court","16","Alan S. Bowser","DEM","","19","25","0","7","30" 
"16","Montgomery County","013-065","08","20","Clerk Circuit Court","16","Karen Bushell","DEM","Y","24","43","1","6","53" 
"16","Montgomery County","013-065","08","20","Register of Wills","16","Joseph M. Griffin","DEM","Y","40","66","1","10","72" 
"16","Montgomery County","013-065","08","20","Sheriff","16","Robert Bass","DEM","","18","34","0","6","42" 
"16","Montgomery County","013-065","08","20","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","18","31","1","5","41" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","24","48","1","9","37" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","27","53","1","5","54" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","27","48","1","11","41" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","26","48","1","11","44" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","23","34","0","9","34" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","19","36","0","9","29" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","26","45","1","8","49" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","21","38","1","5","37" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","22","36","1","6","41" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","25","45","0","8","44" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","21","36","1","5","40" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm","20","Seth Grimes","DEM","Y","30","48","1","10","57" 
"16","Montgomery County","013-065","08","20","DEM Cent Comm","20","Pamela F. Luckett","DEM","Y","41","64","1","8","73" 
"16","Montgomery County","013-067","08","20","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","0","2","2","0","1" 
"16","Montgomery County","013-067","08","20","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","0","2","1","0","0" 
"16","Montgomery County","013-067","08","20","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","8","23","15","2","17" 
"16","Montgomery County","013-067","08","20","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","0","7","2","0","1" 
"16","Montgomery County","013-067","08","20","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","1","0","0","0" 
"16","Montgomery County","013-067","08","20","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","1","1","4","3","1" 
"16","Montgomery County","013-067","08","20","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","10","19","15","5","13" 
"16","Montgomery County","013-067","08","20","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","10","31","13","4","17" 
"16","Montgomery County","013-067","08","20","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","53","130","88","18","86" 
"16","Montgomery County","013-067","08","20","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","0","0","1","1","1" 
"16","Montgomery County","013-067","08","20","Comptroller","","Timothy J. Adams","DEM","","7","15","16","6","14" 
"16","Montgomery County","013-067","08","20","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","72","187","119","26","119" 
"16","Montgomery County","013-067","08","20","Attorney General","","Anthony G. Brown","DEM","Y","37","93","49","11","55" 
"16","Montgomery County","013-067","08","20","Attorney General","","Katie Curran O'Malley","DEM","","39","112","83","21","79" 
"16","Montgomery County","013-067","08","20","U.S. Senator","","Michelle L. Smith","DEM","","0","18","7","7","7" 
"16","Montgomery County","013-067","08","20","U.S. Senator","","Chris Van Hollen","DEM","Y","80","198","138","25","132" 
"16","Montgomery County","013-067","08","20","U.S. Congress","08","Andalib Odulate","DEM","","0","8","3","1","1" 
"16","Montgomery County","013-067","08","20","U.S. Congress","08","Jamie Raskin","DEM","Y","81","208","143","32","139" 
"16","Montgomery County","013-067","08","20","State Senator","20","Enoch Bevel","DEM","","5","18","11","3","11" 
"16","Montgomery County","013-067","08","20","State Senator","20","Will Smith","DEM","Y","74","187","124","27","128" 
"16","Montgomery County","013-067","08","20","House of Delegates","20","Lorig Charkoudian","DEM","Y","78","175","121","29","128" 
"16","Montgomery County","013-067","08","20","House of Delegates","20","David Moon","DEM","Y","75","183","124","30","122" 
"16","Montgomery County","013-067","08","20","House of Delegates","20","John Walsh","DEM","","6","31","11","5","14" 
"16","Montgomery County","013-067","08","20","House of Delegates","20","Jheanelle Wilkins","DEM","Y","73","169","115","27","116" 
"16","Montgomery County","013-067","08","20","County Executive","16","David T. Blair","DEM","","12","30","19","5","14" 
"16","Montgomery County","013-067","08","20","County Executive","16","Marc Elrich","DEM","Y","44","92","81","14","76" 
"16","Montgomery County","013-067","08","20","County Executive","16","Peter James","DEM","","0","3","0","0","0" 
"16","Montgomery County","013-067","08","20","County Executive","16","Hans Riemer","DEM","","26","93","44","14","50" 
"16","Montgomery County","013-067","08","20","County Council At Large","16","Gabe Albornoz","DEM","Y","36","101","74","10","65" 
"16","Montgomery County","013-067","08","20","County Council At Large","16","Brandy H. M. Brooks","DEM","","26","48","39","11","41" 
"16","Montgomery County","013-067","08","20","County Council At Large","16","Dana E. Gassaway","DEM","","1","19","9","3","15" 
"16","Montgomery County","013-067","08","20","County Council At Large","16","Evan Glass","DEM","Y","63","144","94","21","89" 
"16","Montgomery County","013-067","08","20","County Council At Large","16","Scott Evan Goldberg","DEM","","13","51","31","5","26" 
"16","Montgomery County","013-067","08","20","County Council At Large","16","Tom Hucker","DEM","","48","102","78","14","83" 
"16","Montgomery County","013-067","08","20","County Council At Large","16","Will Jawando","DEM","Y","69","164","110","22","109" 
"16","Montgomery County","013-067","08","20","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","40","99","65","23","77" 
"16","Montgomery County","013-067","08","20","County Council","004","Al Carr","DEM","","8","16","12","2","14" 
"16","Montgomery County","013-067","08","20","County Council","004","Amy Ginsburg","DEM","","13","30","29","11","13" 
"16","Montgomery County","013-067","08","20","County Council","004","Troy Murtha","DEM","","0","2","0","0","0" 
"16","Montgomery County","013-067","08","20","County Council","004","Kate Stewart","DEM","Y","59","158","94","20","105" 
"16","Montgomery County","013-067","08","20","County Council","004","John F. Zittrauer","DEM","","0","3","0","0","4" 
"16","Montgomery County","013-067","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","45","120","87","18","81" 
"16","Montgomery County","013-067","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","52","127","91","19","93" 
"16","Montgomery County","013-067","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","49","114","85","17","86" 
"16","Montgomery County","013-067","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","10","35","15","6","13" 
"16","Montgomery County","013-067","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","41","124","81","16","77" 
"16","Montgomery County","013-067","08","20","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","23","57","32","15","34" 
"16","Montgomery County","013-067","08","20","State's Attorney","16","Tom DeGonia","DEM","","10","25","16","3","13" 
"16","Montgomery County","013-067","08","20","State's Attorney","16","John McCarthy","DEM","Y","26","63","60","6","47" 
"16","Montgomery County","013-067","08","20","State's Attorney","16","Bernice Mireku-North","DEM","","12","49","15","10","34" 
"16","Montgomery County","013-067","08","20","State's Attorney","16","Perry Paylor","DEM","","28","45","34","11","36" 
"16","Montgomery County","013-067","08","20","Clerk Circuit Court","16","Alan S. Bowser","DEM","","18","49","33","5","33" 
"16","Montgomery County","013-067","08","20","Clerk Circuit Court","16","Karen Bushell","DEM","Y","38","102","69","20","63" 
"16","Montgomery County","013-067","08","20","Register of Wills","16","Joseph M. Griffin","DEM","Y","58","146","83","24","86" 
"16","Montgomery County","013-067","08","20","Sheriff","16","Robert Bass","DEM","","19","52","33","14","42" 
"16","Montgomery County","013-067","08","20","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","36","92","69","12","55" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","35","89","41","14","43" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","36","94","51","14","65" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","35","87","45","12","56" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","32","77","38","13","37" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","20","77","33","12","31" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","25","51","20","10","29" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","33","89","48","14","63" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","28","78","52","15","61" 
"16","Montgomery County","013-067","08","20","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","23","69","39","9","55" 
